SeedlingID,Height,Width,Intersect,Plant_Area,Image_ID_Portrait,Processed_Image_ID_Portrait,Date,Project,Depth,Plant_ellipsoid,Image_ID_Overview,Processed_Image_ID_Overview
996,7.6,4.3,6.4,16.34,DSC_0198.JPG,Processed_DSC_0198.JPG,10/17/19,HF,NA,NA,NA,NA
232,4.4,3.3,3.3,7.26,DSC_0198.JPG,Processed_DSC_0198.JPG,10/17/19,HF,NA,NA,NA,NA
511,6.7,2.7,6,9.045,DSC_0198.JPG,Processed_DSC_0198.JPG,10/17/19,HF,NA,NA,NA,NA
21,6.6,2.1,4.7,6.93,DSC_0198.JPG,Processed_DSC_0198.JPG,10/17/19,HF,NA,NA,NA,NA
203,7.8,4.2,4.4,16.38,DSC_0198.JPG,Processed_DSC_0198.JPG,10/17/19,HF,NA,NA,NA,NA
664,4.1,2.8,3.8,5.74,DSC_0199.JPG,Processed_DSC_0199.JPG,10/17/19,HF,NA,NA,NA,NA
1120,4.3,3,3.9,6.45,DSC_0199.JPG,Processed_DSC_0199.JPG,10/17/19,HF,NA,NA,NA,NA
956,7.6,2.5,5.1,9.5,DSC_0199.JPG,Processed_DSC_0199.JPG,10/17/19,HF,NA,NA,NA,NA
1153,3.6,2.6,2.6,4.68,DSC_0199.JPG,Processed_DSC_0199.JPG,10/17/19,HF,NA,NA,NA,NA
346,4.4,3.9,3.1,8.58,DSC_0199.JPG,Processed_DSC_0199.JPG,10/17/19,HF,NA,NA,NA,NA
739,3.2,2.8,2.4,4.48,DSC_0200.JPG,Processed_DSC_0200.JPG,10/17/19,HF,NA,NA,NA,NA
103,3.2,2.7,2.6,4.32,DSC_0200.JPG,Processed_DSC_0200.JPG,10/17/19,HF,NA,NA,NA,NA
1089,3.2,2.2,2.3,3.52,DSC_0200.JPG,Processed_DSC_0200.JPG,10/17/19,HF,NA,NA,NA,NA
1148,5.1,3.2,4,8.16,DSC_0200.JPG,Processed_DSC_0200.JPG,10/17/19,HF,NA,NA,NA,NA
838,5.6,2.4,4.8,6.72,DSC_0200.JPG,Processed_DSC_0200.JPG,10/17/19,HF,NA,NA,NA,NA
1188,4.4,2.4,3.4,5.28,DSC_0201.JPG,Processed_DSC_0201.JPG,10/17/19,HF,NA,NA,NA,NA
707,4.2,3.1,3.3,6.51,DSC_0201.JPG,Processed_DSC_0201.JPG,10/17/19,HF,NA,NA,NA,NA
106,3.3,3,2.4,4.95,DSC_0201.JPG,Processed_DSC_0201.JPG,10/17/19,HF,NA,NA,NA,NA
407,9.3,4.4,7.8,20.46,DSC_0201.JPG,Processed_DSC_0201.JPG,10/17/19,HF,NA,NA,NA,NA
1080,6.1,5.6,4.3,17.08,DSC_0201.JPG,Processed_DSC_0201.JPG,10/17/19,HF,NA,NA,NA,NA
80,4.5,2.7,3.5,6.075,DSC_0202.JPG,Processed_DSC_0202.JPG,10/17/19,HF,NA,NA,NA,NA
554,4.1,2.2,2.3,4.51,DSC_0202.JPG,Processed_DSC_0202.JPG,10/17/19,HF,NA,NA,NA,NA
612,2.6,2.5,2.1,3.25,DSC_0202.JPG,Processed_DSC_0202.JPG,10/17/19,HF,NA,NA,NA,NA
783,2.7,1.7,2.1,2.295,DSC_0202.JPG,Processed_DSC_0202.JPG,10/17/19,HF,NA,NA,NA,NA
271,4.6,3.6,2.9,8.28,DSC_0202.JPG,Processed_DSC_0202.JPG,10/17/19,HF,NA,NA,NA,NA
559,3.1,1.8,2.5,2.79,DSC_0203.JPG,Processed_DSC_0203.JPG,10/17/19,HF,NA,NA,NA,NA
906,6.1,2.6,3.1,7.93,DSC_0203.JPG,Processed_DSC_0203.JPG,10/17/19,HF,NA,NA,NA,NA
47,6.7,3.7,4.7,12.395,DSC_0203.JPG,Processed_DSC_0203.JPG,10/17/19,HF,NA,NA,NA,NA
205,3.8,2.5,2.8,4.75,DSC_0203.JPG,Processed_DSC_0203.JPG,10/17/19,HF,NA,NA,NA,NA
11,4.4,3.9,3.2,8.58,DSC_0203.JPG,Processed_DSC_0203.JPG,10/17/19,HF,NA,NA,NA,NA
798,3.2,2.1,2.3,3.36,DSC_0204.JPG,Processed_DSC_0204.JPG,10/17/19,HF,NA,NA,NA,NA
472,7.1,2.6,6.5,9.23,DSC_0204.JPG,Processed_DSC_0204.JPG,10/17/19,HF,NA,NA,NA,NA
27,5.7,2.5,4.4,7.125,DSC_0204.JPG,Processed_DSC_0204.JPG,10/17/19,HF,NA,NA,NA,NA
171,5.8,3.1,4,8.99,DSC_0204.JPG,Processed_DSC_0204.JPG,10/17/19,HF,NA,NA,NA,NA
726,3.8,3.4,3.5,6.46,DSC_0204.JPG,Processed_DSC_0204.JPG,10/17/19,HF,NA,NA,NA,NA
653,NA,0.5,NA,NA,DSC_0210.JPG,Processed_DSC_0210.JPG,11/4/19,HF,2.4,NA,DSC_0211.JPG,Processed_DSC_0211.JPG
1050,NA,0.5,NA,NA,DSC_0210.JPG,Processed_DSC_0210.JPG,11/4/19,HF,2.7,NA,DSC_0211.JPG,Processed_DSC_0211.JPG
1108,NA,0.6,NA,NA,DSC_0210.JPG,Processed_DSC_0210.JPG,11/4/19,HF,1.3,NA,DSC_0211.JPG,Processed_DSC_0211.JPG
759,NA,0.3,NA,NA,DSC_0210.JPG,Processed_DSC_0210.JPG,11/4/19,HF,2.3,NA,DSC_0211.JPG,Processed_DSC_0211.JPG
1098,NA,1.1,NA,NA,DSC_0210.JPG,Processed_DSC_0210.JPG,11/4/19,HF,2.4,NA,DSC_0211.JPG,Processed_DSC_0211.JPG
95,4.1,2.2,3.2,4.51,DSC_0212.JPG,Processed_DSC_0212.JPG,11/4/19,HF,2,9.4457,DSC_0213.JPG,Processed_DSC_0213.JPG
964,2.1,0,2.1,0,DSC_0212.JPG,Processed_DSC_0212.JPG,11/4/19,HF,1.8,0,DSC_0213.JPG,Processed_DSC_0213.JPG
363,4.2,3.2,3.4,6.72,DSC_0212.JPG,Processed_DSC_0212.JPG,11/4/19,HF,2.6,18.2966,DSC_0213.JPG,Processed_DSC_0213.JPG
944,5.7,3.1,4.6,8.835,DSC_0212.JPG,Processed_DSC_0212.JPG,11/4/19,HF,2,18.504,DSC_0213.JPG,Processed_DSC_0213.JPG
894,5.1,2.3,3.2,5.865,DSC_0212.JPG,Processed_DSC_0212.JPG,11/4/19,HF,0,0,DSC_0213.JPG,Processed_DSC_0213.JPG
519,6.3,2.7,5.2,8.505,DSC_0214.JPG,Processed_DSC_0214.JPG,11/4/19,HF,2.2,19.5941,DSC_0215.JPG,Processed_DSC_0215.JPG
690,4.8,1.9,3.2,4.56,DSC_0214.JPG,Processed_DSC_0214.JPG,11/4/19,HF,1.5,7.1628,DSC_0215.JPG,Processed_DSC_0215.JPG
235,4.4,2,3.5,4.4,DSC_0214.JPG,Processed_DSC_0214.JPG,11/4/19,HF,1.8,8.2938,DSC_0215.JPG,Processed_DSC_0215.JPG
583,3.5,2.1,2.8,3.675,DSC_0214.JPG,Processed_DSC_0214.JPG,11/4/19,HF,1.4,5.3878,DSC_0215.JPG,Processed_DSC_0215.JPG
513,6,2.3,4.5,6.9,DSC_0214.JPG,Processed_DSC_0214.JPG,11/4/19,HF,0,0,DSC_0215.JPG,Processed_DSC_0215.JPG
522,5.5,2.5,4.8,6.875,DSC_0216.JPG,Processed_DSC_0216.JPG,11/4/19,HF,1.9,13.679,DSC_0217.JPG,Processed_DSC_0217.JPG
485,2.7,1.8,2.2,2.43,DSC_0216.JPG,Processed_DSC_0216.JPG,11/4/19,HF,1.3,3.3081,DSC_0217.JPG,Processed_DSC_0217.JPG
1037,7.6,2.8,6.3,10.64,DSC_0216.JPG,Processed_DSC_0216.JPG,11/4/19,HF,2.4,26.7412,DSC_0217.JPG,Processed_DSC_0217.JPG
1058,6.9,2.7,5.9,9.315,DSC_0216.JPG,Processed_DSC_0216.JPG,11/4/19,HF,2,19.5093,DSC_0217.JPG,Processed_DSC_0217.JPG
1138,8.2,2.7,6.7,11.07,DSC_0216.JPG,Processed_DSC_0216.JPG,11/4/19,HF,0,0,DSC_0217.JPG,Processed_DSC_0217.JPG
644,5.1,2.6,4.1,6.63,DSC_0218.JPG,Processed_DSC_0218.JPG,11/4/19,HF,1.6,11.1087,DSC_0219.JPG,Processed_DSC_0219.JPG
864,2.2,1,1.8,1.1,DSC_0218.JPG,Processed_DSC_0218.JPG,11/4/19,HF,0.9,1.0367,DSC_0219.JPG,Processed_DSC_0219.JPG
1070,4.3,2.5,2.9,5.375,DSC_0218.JPG,Processed_DSC_0218.JPG,11/4/19,HF,2,11.2574,DSC_0219.JPG,Processed_DSC_0219.JPG
417,5.4,3,4.4,8.1,DSC_0218.JPG,Processed_DSC_0218.JPG,11/4/19,HF,2.2,18.6611,DSC_0219.JPG,Processed_DSC_0219.JPG
462,5.4,2.5,3.4,6.75,DSC_0218.JPG,Processed_DSC_0218.JPG,11/4/19,HF,0,0,DSC_0219.JPG,Processed_DSC_0219.JPG
453,9,3.5,7.2,15.75,DSC_0220.JPG,Processed_DSC_0220.JPG,11/4/19,HF,2.9,47.8307,DSC_0221.JPG,Processed_DSC_0221.JPG
1126,6.3,4.6,4.9,14.49,DSC_0220.JPG,Processed_DSC_0220.JPG,11/4/19,HF,3.4,51.5912,DSC_0221.JPG,Processed_DSC_0221.JPG
60,3.6,2.8,2.9,5.04,DSC_0220.JPG,Processed_DSC_0220.JPG,11/4/19,HF,1,5.2779,DSC_0221.JPG,Processed_DSC_0221.JPG
557,6.3,3.2,4.6,10.08,DSC_0220.JPG,Processed_DSC_0220.JPG,11/4/19,HF,2.1,22.1671,DSC_0221.JPG,Processed_DSC_0221.JPG
496,3.9,2.4,3.1,4.68,DSC_0220.JPG,Processed_DSC_0220.JPG,11/4/19,HF,0,0,DSC_0221.JPG,Processed_DSC_0221.JPG
850,3.5,0.5,0,0.875,DSC_0222.JPG,Processed_DSC_0222.JPG,11/4/19,HF,1.6,1.4661,DSC_0223.JPG,Processed_DSC_0223.JPG
626,6.1,2.6,5.4,7.93,DSC_0222.JPG,Processed_DSC_0222.JPG,11/4/19,HF,2,16.6086,DSC_0223.JPG,Processed_DSC_0223.JPG
1026,4.9,2.9,4,7.105,DSC_0222.JPG,Processed_DSC_0222.JPG,11/4/19,HF,2.3,17.1128,DSC_0223.JPG,Processed_DSC_0223.JPG
572,5.2,2.5,4.1,6.5,DSC_0222.JPG,Processed_DSC_0222.JPG,11/4/19,HF,1.9,12.9329,DSC_0223.JPG,Processed_DSC_0223.JPG
279,3.3,1.7,3,2.805,DSC_0222.JPG,Processed_DSC_0222.JPG,11/4/19,HF,2,5.8748,DSC_0223.JPG,Processed_DSC_0223.JPG
455,8.2,2.8,7.1,11.48,DSC_0224.JPG,Processed_DSC_0224.JPG,11/4/19,HF,2.6,31.2568,DSC_0225.JPG,Processed_DSC_0225.JPG
849,5.9,1.9,5.1,5.605,DSC_0224.JPG,Processed_DSC_0224.JPG,11/4/19,HF,2.1,12.326,DSC_0225.JPG,Processed_DSC_0225.JPG
1147,6.2,2.9,4.5,8.99,DSC_0224.JPG,Processed_DSC_0224.JPG,11/4/19,HF,2.5,23.5358,DSC_0225.JPG,Processed_DSC_0225.JPG
591,4.8,0.7,4.1,1.68,DSC_0224.JPG,Processed_DSC_0224.JPG,11/4/19,HF,1.2,2.1112,DSC_0225.JPG,Processed_DSC_0225.JPG
735,2.8,2.8,2.1,3.92,DSC_0224.JPG,Processed_DSC_0224.JPG,11/4/19,HF,2.5,10.2625,DSC_0225.JPG,Processed_DSC_0225.JPG
919,7.2,3.4,6.6,12.24,DSC_0226.JPG,Processed_DSC_0226.JPG,11/4/19,HF,1.8,23.0719,DSC_0227.JPG,Processed_DSC_0227.JPG
267,4.3,3,3.1,6.45,DSC_0226.JPG,Processed_DSC_0226.JPG,11/4/19,HF,2.1,14.1843,DSC_0227.JPG,Processed_DSC_0227.JPG
195,4.9,2.3,4.2,5.635,DSC_0226.JPG,Processed_DSC_0226.JPG,11/4/19,HF,1.7,10.0316,DSC_0227.JPG,Processed_DSC_0227.JPG
996,7.5,3.8,6.1,14.25,DSC_0226.JPG,Processed_DSC_0226.JPG,11/4/19,HF,2,29.8451,DSC_0227.JPG,Processed_DSC_0227.JPG
86,4.9,3.2,3.1,7.84,DSC_0226.JPG,Processed_DSC_0226.JPG,11/4/19,HF,2.3,18.8831,DSC_0227.JPG,Processed_DSC_0227.JPG
1029,5.8,3.1,4.9,8.99,DSC_0228.JPG,Processed_DSC_0228.JPG,11/4/19,HF,NA,NA,NA,NA
693,7.9,2.7,4.2,10.665,DSC_0228.JPG,Processed_DSC_0228.JPG,11/4/19,HF,NA,NA,NA,NA
193,3.5,1.5,3.2,2.625,DSC_0228.JPG,Processed_DSC_0228.JPG,11/4/19,HF,NA,NA,NA,NA
915,5.2,2.7,4.1,7.02,DSC_0228.JPG,Processed_DSC_0228.JPG,11/4/19,HF,NA,NA,NA,NA
938,6.8,3.9,6.3,13.26,DSC_0228.JPG,Processed_DSC_0228.JPG,11/4/19,HF,NA,NA,NA,NA
408,7.8,3,7.1,11.7,DSC_0230.JPG,Processed_DSC_0230.JPG,11/4/19,HF,1.1,13.4774,DSC_0231.JPG,Processed_DSC_0231.JPG
699,4.3,3.1,3.5,6.665,DSC_0230.JPG,Processed_DSC_0230.JPG,11/4/19,HF,0.8,5.5837,DSC_0231.JPG,Processed_DSC_0231.JPG
882,3.8,2.9,2.8,5.51,DSC_0230.JPG,Processed_DSC_0230.JPG,11/4/19,HF,0.5,2.885,DSC_0231.JPG,Processed_DSC_0231.JPG
245,3.9,2.6,3.1,5.07,DSC_0230.JPG,Processed_DSC_0230.JPG,11/4/19,HF,0.8,4.2474,DSC_0231.JPG,Processed_DSC_0231.JPG
921,7.8,4.1,6.3,15.99,DSC_0230.JPG,Processed_DSC_0230.JPG,11/4/19,HF,0.7,11.7213,DSC_0231.JPG,Processed_DSC_0231.JPG
1054,4.7,3,3.7,7.05,DSC_0232.JPG,Processed_DSC_0232.JPG,11/4/19,HF,1.9,14.0272,DSC_0233.JPG,Processed_DSC_0233.JPG
961,5.9,2.6,4.5,7.67,DSC_0232.JPG,Processed_DSC_0232.JPG,11/4/19,HF,1.7,13.6544,DSC_0233.JPG,Processed_DSC_0233.JPG
788,3.1,1.5,2.5,2.325,DSC_0232.JPG,Processed_DSC_0232.JPG,11/4/19,HF,0.9,2.1913,DSC_0233.JPG,Processed_DSC_0233.JPG
415,4.8,2.8,2.9,6.72,DSC_0232.JPG,Processed_DSC_0232.JPG,11/4/19,HF,2.4,16.8892,DSC_0233.JPG,Processed_DSC_0233.JPG
1177,6.5,2.4,3.6,7.8,DSC_0232.JPG,Processed_DSC_0232.JPG,11/4/19,HF,1.4,11.4354,DSC_0233.JPG,Processed_DSC_0233.JPG
20,3.3,3.3,2.7,5.445,DSC_0234.JPG,Processed_DSC_0234.JPG,11/4/19,HF,2,11.404,DSC_0235.JPG,Processed_DSC_0235.JPG
434,6.5,1.9,3.8,6.175,DSC_0234.JPG,Processed_DSC_0234.JPG,11/4/19,HF,2,12.9329,DSC_0235.JPG,Processed_DSC_0235.JPG
808,3.7,2.4,2.9,4.44,DSC_0234.JPG,Processed_DSC_0234.JPG,11/4/19,HF,1.4,6.5094,DSC_0235.JPG,Processed_DSC_0235.JPG
798,3.6,2,2.8,3.6,DSC_0234.JPG,Processed_DSC_0234.JPG,11/4/19,HF,1.6,6.0319,DSC_0235.JPG,Processed_DSC_0235.JPG
472,6.6,3.1,5.4,10.23,DSC_0234.JPG,Processed_DSC_0234.JPG,11/4/19,HF,1.6,17.1405,DSC_0235.JPG,Processed_DSC_0235.JPG
27,5.8,2.1,4.5,6.09,DSC_0236.JPG,Processed_DSC_0236.JPG,11/4/19,HF,1.7,10.8416,DSC_0237.JPG,Processed_DSC_0237.JPG
171,5.9,2.4,4.6,7.08,DSC_0236.JPG,Processed_DSC_0236.JPG,11/4/19,HF,1.8,13.3455,DSC_0237.JPG,Processed_DSC_0237.JPG
726,3,2.8,2,4.2,DSC_0236.JPG,Processed_DSC_0236.JPG,11/4/19,HF,1.4,6.1575,DSC_0237.JPG,Processed_DSC_0237.JPG
986,3.4,2.4,2.5,4.08,DSC_0236.JPG,Processed_DSC_0236.JPG,11/4/19,HF,1.9,8.1179,DSC_0237.JPG,Processed_DSC_0237.JPG
339,5.8,2.8,4.3,8.12,DSC_0236.JPG,Processed_DSC_0236.JPG,11/4/19,HF,1.8,15.3058,DSC_0237.JPG,Processed_DSC_0237.JPG
776,4.4,1.4,2.9,3.08,DSC_0238.JPG,Processed_DSC_0238.JPG,11/4/19,HF,1.2,3.8704,DSC_0239.JPG,Processed_DSC_0239.JPG
167,3.9,3.3,2.4,6.435,DSC_0238.JPG,Processed_DSC_0238.JPG,11/4/19,HF,2.2,14.8252,DSC_0239.JPG,Processed_DSC_0239.JPG
166,5,3.7,4.1,9.25,DSC_0238.JPG,Processed_DSC_0238.JPG,11/4/19,HF,2.4,23.2478,DSC_0239.JPG,Processed_DSC_0239.JPG
729,3.8,3.4,3.3,6.46,DSC_0238.JPG,Processed_DSC_0238.JPG,11/4/19,HF,1.6,10.8238,DSC_0239.JPG,Processed_DSC_0239.JPG
1011,2.6,1.4,2,1.82,DSC_0238.JPG,Processed_DSC_0238.JPG,11/4/19,HF,1.4,2.6683,DSC_0239.JPG,Processed_DSC_0239.JPG
976,5.7,2.9,3.8,8.265,DSC_0240.JPG,Processed_DSC_0240.JPG,11/4/19,HF,1.8,15.5792,DSC_0241.JPG,Processed_DSC_0241.JPG
797,3.1,2.1,2.2,3.255,DSC_0240.JPG,Processed_DSC_0240.JPG,11/4/19,HF,2.3,7.8398,DSC_0241.JPG,Processed_DSC_0241.JPG
580,5.8,2.6,4.7,7.54,DSC_0240.JPG,Processed_DSC_0240.JPG,11/4/19,HF,2.4,18.9501,DSC_0241.JPG,Processed_DSC_0241.JPG
1167,4.1,3.5,2.9,7.175,DSC_0240.JPG,Processed_DSC_0240.JPG,11/4/19,HF,2,15.0273,DSC_0241.JPG,Processed_DSC_0241.JPG
407,9.7,3.6,7.6,17.46,DSC_0240.JPG,Processed_DSC_0240.JPG,11/4/19,HF,2.7,49.367,DSC_0241.JPG,Processed_DSC_0241.JPG
1080,4.8,4.6,3.9,11.04,DSC_0242.JPG,Processed_DSC_0242.JPG,11/4/19,HF,3.1,35.8393,DSC_0243.JPG,Processed_DSC_0243.JPG
80,4.4,2.3,3.5,5.06,DSC_0242.JPG,Processed_DSC_0242.JPG,11/4/19,HF,2.1,11.1275,DSC_0243.JPG,Processed_DSC_0243.JPG
554,6.5,2.8,5.1,9.1,DSC_0242.JPG,Processed_DSC_0242.JPG,11/4/19,HF,2.7,25.7296,DSC_0243.JPG,Processed_DSC_0243.JPG
612,4.3,1.9,3.9,4.085,DSC_0242.JPG,Processed_DSC_0242.JPG,11/4/19,HF,1.6,6.8445,DSC_0243.JPG,Processed_DSC_0243.JPG
663,4.7,2.4,4,5.64,DSC_0242.JPG,Processed_DSC_0242.JPG,11/4/19,HF,2.1,12.403,DSC_0243.JPG,Processed_DSC_0243.JPG
757,6.3,1.9,5.7,5.985,DSC_0282.JPG,Processed_DSC_0282.JPG,11/4/19,HF,2.1,13.1617,DSC_0283.JPG,Processed_DSC_0283.JPG
960,8.5,2.6,5.6,11.05,DSC_0282.JPG,Processed_DSC_0282.JPG,11/4/19,HF,2.1,24.3002,DSC_0283.JPG,Processed_DSC_0283.JPG
232,4.6,3,3.6,6.9,DSC_0282.JPG,Processed_DSC_0282.JPG,11/4/19,HF,1.9,13.7288,DSC_0283.JPG,Processed_DSC_0283.JPG
511,7.7,2.6,6,10.01,DSC_0282.JPG,Processed_DSC_0282.JPG,11/4/19,HF,2.4,25.1579,DSC_0283.JPG,Processed_DSC_0283.JPG
203,6.5,3.3,3.9,10.725,DSC_0282.JPG,Processed_DSC_0282.JPG,11/4/19,HF,2.5,28.078,DSC_0283.JPG,Processed_DSC_0283.JPG
653,6.3,2.8,5,8.82,DSC_0560.JPG,Processed_DSC_0560.JPG,12/5/19,HF,NA,NA,NA,NA
1050,6.2,2.8,5,8.68,DSC_0560.JPG,Processed_DSC_0560.JPG,12/5/19,HF,NA,NA,NA,NA
759,6.1,1.8,5,5.49,DSC_0560.JPG,Processed_DSC_0560.JPG,12/5/19,HF,NA,NA,NA,NA
1108,1.6,1.3,0,1.04,DSC_0560.JPG,Processed_DSC_0560.JPG,12/5/19,HF,NA,NA,NA,NA
715,4.3,1.7,3.6,3.655,DSC_0560.JPG,Processed_DSC_0560.JPG,12/5/19,HF,NA,NA,NA,NA
957,5.5,1.7,4.1,4.675,DSC_0244.JPG,Processed_DSC_0244.JPG,11/4/19,HF,1.8,8.8122,DSC_0245.JPG,Processed_DSC_0245.JPG
956,10.4,3.8,7,19.76,DSC_0244.JPG,Processed_DSC_0244.JPG,11/4/19,HF,2,41.3852,DSC_0245.JPG,Processed_DSC_0245.JPG
809,4.5,2.3,3.5,5.175,DSC_0244.JPG,Processed_DSC_0244.JPG,11/4/19,HF,1.7,9.2127,DSC_0245.JPG,Processed_DSC_0245.JPG
712,4,1.5,3.2,3,DSC_0244.JPG,Processed_DSC_0244.JPG,11/4/19,HF,2,6.2832,DSC_0245.JPG,Processed_DSC_0245.JPG
528,4.1,3.9,2.6,7.995,DSC_0244.JPG,Processed_DSC_0244.JPG,11/4/19,HF,2.2,18.4192,DSC_0245.JPG,Processed_DSC_0245.JPG
1009,4.7,3.4,3.3,7.99,DSC_0246.JPG,Processed_DSC_0246.JPG,11/4/19,HF,2.6,21.7545,DSC_0247.JPG,Processed_DSC_0247.JPG
744,2.8,0.6,2.5,0.84,DSC_0246.JPG,Processed_DSC_0246.JPG,11/4/19,HF,1.7,1.4954,DSC_0247.JPG,Processed_DSC_0247.JPG
54,6.1,3,4.6,9.15,DSC_0246.JPG,Processed_DSC_0246.JPG,11/4/19,HF,2.8,26.8292,DSC_0247.JPG,Processed_DSC_0247.JPG
185,6.9,3.8,6.2,13.11,DSC_0246.JPG,Processed_DSC_0246.JPG,11/4/19,HF,2.7,37.0677,DSC_0247.JPG,Processed_DSC_0247.JPG
624,5.6,2,4.4,5.6,DSC_0246.JPG,Processed_DSC_0246.JPG,11/4/19,HF,1.5,8.7965,DSC_0247.JPG,Processed_DSC_0247.JPG
439,3.3,2.1,2.5,3.465,DSC_0248.JPG,Processed_DSC_0248.JPG,11/4/19,HF,1.8,6.5314,DSC_0249.JPG,Processed_DSC_0249.JPG
68,4.9,2.7,3.1,6.615,DSC_0248.JPG,Processed_DSC_0248.JPG,11/4/19,HF,1.9,13.1617,DSC_0249.JPG,Processed_DSC_0249.JPG
766,1.9,2,0,1.9,DSC_0248.JPG,Processed_DSC_0248.JPG,11/4/19,HF,1.4,2.7855,DSC_0249.JPG,Processed_DSC_0249.JPG
994,6,1.8,5.1,5.4,DSC_0248.JPG,Processed_DSC_0248.JPG,11/4/19,HF,1.9,10.7442,DSC_0249.JPG,Processed_DSC_0249.JPG
23,5.6,3.4,3.5,9.52,DSC_0248.JPG,Processed_DSC_0248.JPG,11/4/19,HF,2.4,23.9264,DSC_0249.JPG,Processed_DSC_0249.JPG
646,4,1.6,3,3.2,DSC_0250.JPG,Processed_DSC_0250.JPG,11/4/19,HF,1,3.351,DSC_0251.JPG,Processed_DSC_0251.JPG
230,5,3.1,3.9,7.75,DSC_0250.JPG,Processed_DSC_0250.JPG,11/4/19,HF,1.7,13.7968,DSC_0251.JPG,Processed_DSC_0251.JPG
605,4.3,1.6,3.7,3.44,DSC_0250.JPG,Processed_DSC_0250.JPG,11/4/19,HF,1.3,4.6831,DSC_0251.JPG,Processed_DSC_0251.JPG
749,3.9,2.4,3,4.68,DSC_0250.JPG,Processed_DSC_0250.JPG,11/4/19,HF,1.5,7.3513,DSC_0251.JPG,Processed_DSC_0251.JPG
833,3.5,2,2.9,3.5,DSC_0250.JPG,Processed_DSC_0250.JPG,11/4/19,HF,1.4,5.1313,DSC_0251.JPG,Processed_DSC_0251.JPG
768,4.3,2.4,3.3,5.16,DSC_0252.JPG,Processed_DSC_0252.JPG,11/4/19,HF,1.6,8.6457,DSC_0253.JPG,Processed_DSC_0253.JPG
904,3.4,2.8,3.1,4.76,DSC_0252.JPG,Processed_DSC_0252.JPG,11/4/19,HF,1.4,6.9785,DSC_0253.JPG,Processed_DSC_0253.JPG
1101,4.1,1.8,3.5,3.69,DSC_0252.JPG,Processed_DSC_0252.JPG,11/4/19,HF,1.9,7.3419,DSC_0253.JPG,Processed_DSC_0253.JPG
863,5.8,2,5.1,5.8,DSC_0252.JPG,Processed_DSC_0252.JPG,11/4/19,HF,0.9,5.4664,DSC_0253.JPG,Processed_DSC_0253.JPG
533,5.7,2.3,4.8,6.555,DSC_0252.JPG,Processed_DSC_0252.JPG,11/4/19,HF,2,13.7288,DSC_0253.JPG,Processed_DSC_0253.JPG
285,6,2.4,3.8,7.2,DSC_0254.JPG,Processed_DSC_0254.JPG,11/4/19,HF,2.6,19.6035,DSC_0255.JPG,Processed_DSC_0255.JPG
47,6.4,3.2,5.1,10.24,DSC_0254.JPG,Processed_DSC_0254.JPG,11/4/19,HF,2.6,27.8806,DSC_0255.JPG,Processed_DSC_0255.JPG
205,2.5,1.9,2,2.375,DSC_0254.JPG,Processed_DSC_0254.JPG,11/4/19,HF,2.1,5.2229,DSC_0255.JPG,Processed_DSC_0255.JPG
11,3.2,3.2,2.2,5.12,DSC_0254.JPG,Processed_DSC_0254.JPG,11/4/19,HF,2.7,14.4765,DSC_0255.JPG,Processed_DSC_0255.JPG
934,6.7,2.6,4.9,8.71,DSC_0254.JPG,Processed_DSC_0254.JPG,11/4/19,HF,1.8,16.418,DSC_0255.JPG,Processed_DSC_0255.JPG
378,3.8,2.4,3.1,4.56,DSC_0256.JPG,Processed_DSC_0256.JPG,11/4/19,HF,2.1,10.028,DSC_0257.JPG,Processed_DSC_0257.JPG
313,5,2.6,4,6.5,DSC_0256.JPG,Processed_DSC_0256.JPG,11/4/19,HF,1.6,10.8909,DSC_0257.JPG,Processed_DSC_0257.JPG
188,6.3,2.7,4.9,8.505,DSC_0256.JPG,Processed_DSC_0256.JPG,11/4/19,HF,2.1,18.7035,DSC_0257.JPG,Processed_DSC_0257.JPG
527,4.9,2.8,3.5,6.86,DSC_0256.JPG,Processed_DSC_0256.JPG,11/4/19,HF,2.1,15.0859,DSC_0257.JPG,Processed_DSC_0257.JPG
1063,5,3,3.3,7.5,DSC_0256.JPG,Processed_DSC_0256.JPG,11/4/19,HF,1.5,11.781,DSC_0257.JPG,Processed_DSC_0257.JPG
1153,3.9,2.1,3.9,4.095,DSC_0258.JPG,Processed_DSC_0258.JPG,11/4/19,HF,1.6,6.8612,DSC_0259.JPG,Processed_DSC_0259.JPG
346,3.8,2.8,2.4,5.32,DSC_0258.JPG,Processed_DSC_0258.JPG,11/4/19,HF,2.2,12.2564,DSC_0259.JPG,Processed_DSC_0259.JPG
739,3.7,2,2.6,3.7,DSC_0258.JPG,Processed_DSC_0258.JPG,11/4/19,HF,1.3,5.037,DSC_0259.JPG,Processed_DSC_0259.JPG
103,4,1.9,3.3,3.8,DSC_0258.JPG,Processed_DSC_0258.JPG,11/4/19,HF,1.5,5.969,DSC_0259.JPG,Processed_DSC_0259.JPG
1089,5.2,1.8,4.3,4.68,DSC_0258.JPG,Processed_DSC_0258.JPG,11/4/19,HF,1.2,5.8811,DSC_0259.JPG,Processed_DSC_0259.JPG
455,8.3,2.4,7.1,9.96,DSC_0558.JPG,Processed_DSC_0558.JPG,12/5/19,HF,NA,NA,NA,NA
849,6.3,1.9,4.9,5.985,DSC_0558.JPG,Processed_DSC_0558.JPG,12/5/19,HF,NA,NA,NA,NA
